1028,TO_HOST,2,13,721406,255,0,
1028,TO_USER,3,13,5439998,96,0,
1028,WITH_ADMIN_OPTION,4,6,1022,1,0,
1029,USER,0,13,5439998,96,0,
1029,HOST,1,13,721406,255,0,
1029,PRIV,2,13,2163198,96,0,
1029,WITH_GRANT_OPTION,3,6,1022,1,0,
1030,Host,0,13,721406,255,0,
1030,User,1,13,5439998,96,0,
1030,Password_timestamp,2,3,525575,7,0,
1030,Password,3,5,5439740,10,0,
1031,name,0,13,5439998,192,0,
1031,ret,1,6,1281,1,0,
1031,dl,2,13,5439998,384,0,
1031,type,3,6,1022,1,0,
1032,name,0,12,2162959,192,0,
1032,dl,1,12,2167055,384,0,
1054,help_topic_id,0,6,1795,4,0,
1054,name,1,13,2163198,192,0,
1054,help_category_id,2,6,1794,2,0,
1054,description,3,5,2163196,10,0,
1054,example,4,5,2163196,10,0,
1054,url,5,5,2163196,10,0,
1055,help_category_id,0,6,1794,2,0,
1055,name,1,13,2163198,192,0,
1055,parent_category_id,2,6,1538,2,0,
1055,url,3,5,2163196,10,0,
1057,help_topic_id,0,6,1795,4,0,
1057,help_keyword_id,1,6,1795,4,0,
1036,Server_name,0,13,2163198,192,0,
1036,Host,1,13,721406,255,0,
1036,Db,2,13,2163198,192,0,
1036,Username,3,13,2163198,192,0,
1036,Password,4,13,2163198,192,0,
1036,Port,5,6,1283,4,0,
1036,Socket,6,13,2163198,192,0,
1036,Wrapper,7,13,2163198,192,0,
1036,Owner,8,13,2163198,192,0,
1037,Host,0,13,721406,255,0,
1037,Db,1,13,5439998,192,0,
1037,User,2,13,5439998,96,0,
1037,Table_name,3,13,5439998,192,0,
1037,Grantor,4,12,5443855,864,0,
1037,Timestamp,5,3,525575,4,0,
1037,Table_priv,6,6,1022,2,0,
1037,Column_priv,7,6,1022,1,0,
1038,Host,0,13,721406,255,0,
1038,Db,1,13,5439998,192,0,
1038,User,2,13,5439998,96,0,
1038,Table_name,3,13,5439998,192,0,
1038,Column_name,4,13,5439998,192,0,
1038,Timestamp,5,3,525575,4,0,
1038,Column_priv,6,6,1022,1,0,
1056,help_keyword_id,0,6,1795,4,0,
1056,name,1,13,2163198,192,0,
1040,Name,0,13,2163198,192,0,
1040,Time_zone_id,1,6,1795,4,0,
1041,Time_zone_id,0,6,1795,4,0,
1041,Use_leap_seconds,1,6,1022,1,0,
1042,Time_zone_id,0,6,1795,4,0,
1042,Transition_time,1,6,1288,8,0,
1042,Transition_type_id,2,6,1795,4,0,
1043,Time_zone_id,0,6,1795,4,0,
1043,Transition_type_id,1,6,1795,4,0,
1043,Offset,2,6,1283,4,0,
1043,Is_DST,3,6,1793,1,0,
1043,Abbreviation,4,13,2163198,24,0,
1044,Transition_time,0,6,1288,8,0,
1044,Correction,1,6,1283,4,0,
1045,Host,0,13,721406,255,0,
1045,Db,1,13,5439998,192,0,
1045,User,2,13,5439998,96,0,
1045,Routine_name,3,13,2163198,192,0,
1045,Routine_type,4,6,1022,1,0,
1045,Grantor,5,12,5443855,864,0,
1045,Proc_priv,6,6,1022,1,0,
1045,Timestamp,7,3,525575,4,0,
1046,component_id,0,6,1795,4,0,
1046,component_group_id,1,6,1795,4,0,
1046,component_urn,2,5,2163196,10,0,
1047,Number_of_lines,0,6,1795,4,0,
1047,Relay_log_name,1,5,5439996,10,0,
1047,Relay_log_pos,2,6,1800,8,0,
1047,Master_log_name,3,5,5439996,10,0,
1047,Master_log_pos,4,6,1800,8,0,
1047,Sql_delay,5,6,1283,4,0,
